id,year,carbon_emit,pop,district_size,pop_density,gdp,privatecar_flows,highc_industry,highedu_pop,waste_recycle,earnings,green_spaces
31,2018,784.07,21582.6,38.81,556.14,18540,0.77,0.11,50.25,37.37,39780.78,31.39
31,2019,771.45,21604.67,38.81,556.71,19552,0.77,0.12,51.81,38.6,47062.03,31.39
31,2020,710.89,20770.5,37.32,556.62,18230,0.76,0.12,53.78,40.09,60279.87,31.39
32,2005,1611.22,21525.4,34.32,627.25,19448,0.78,0.09,47.6,20.96,26549,26.93
32,2006,1563.54,21852.89,34.32,636.79,20070,0.77,0.08,52.5,22.87,27405,26.93
32,2007,1516.22,21858,33.87,645.43,21521,0.77,0.08,55.5,24.66,30513,26.93
32,2008,1420.38,22072.88,33.87,651.78,21996,0.77,0.05,58.1,26.57,30808,26.93
32,2009,1305.74,22151.68,33.41,662.94,20716,0.78,0.07,60.9,24.99,32373,26.93
32,2010,1373.99,22393.88,33.41,670.19,21133,0.79,0.07,66.6,26.74,31818,26.93
32,2011,1232.95,22770.54,33.41,681.46,21912,0.78,0.06,64.9,28.42,32033,26.93
32,2012,1300.27,22902.78,33.41,685.42,23305,0.78,0.06,68.5,23.45,31262,26.93
32,2013,1254.23,23168.73,33.41,693.38,24428,0.78,0.06,66.7,28.6,31778,26.93
32,2014,1105.51,23423.66,33.41,701.01,25930,0.77,0.06,66.33,28.82,32490.18,26.93
32,2015,1060.65,23641.3,33.41,707.52,27575,0.77,0.05,68.25,29.2,33580.39,26.93
32,2016,1029.41,23790.78,33.41,712,27843,0.75,0.06,69.68,29.3,34812.92,26.93
32,2017,965.44,22951.25,32.06,715.9,27191,0.75,0.06,70.84,29.53,35072.79,26.93
32,2018,948.44,24485.55,33.87,723.02,27672,0.75,0.06,71.73,30.34,37086.53,26.93
32,2019,931.63,25714.81,35.22,730.11,27755,0.76,0.06,71.51,30.45,40241.89,26.93
32,2020,855.77,24730.13,33.87,730.24,26951,0.73,0.06,72.48,31.54,46199.9,26.93
33,2005,3658.93,16958.03,21.47,790.02,180531,0.72,0.24,47,20.38,32519,21.5
33,2006,3822.96,16935,21.47,788.95,188657,0.71,0.21,49.7,22.72,33474,21.5
33,2007,3671.03,16546.43,21.18,781.13,210788,0.7,0.2,57.8,23.04,35315,21.5
33,2008,3706.12,16400.48,21.18,774.24,221354,0.71,0.25,54.2,24.08,36048,21.5
33,2009,3316.4,16056.52,20.9,768.24,217771,0.72,0.03,61.5,25.27,36765,21.5
33,2010,3502.54,16071.84,20.9,768.97,227204,0.72,0.03,66.4,25.09,37836,21.5
33,2011,3179.73,16249.07,20.9,777.45,232896,0.73,0.02,63.2,21.7,37406,21.5
33,2012,3405.55,16556.54,20.9,792.17,241641,0.72,0.03,67.2,22.68,37649,21.5
33,2013,3231.58,16672.64,20.9,797.72,253202,0.71,0.03,67.9,23.46,37015,21.5
33,2014,2755.93,17012.53,20.9,813.98,270390,0.71,0.03,69.73,23.81,37703.77,21.5
33,2015,2487.74,17615.48,20.9,842.83,260656,0.72,0.03,73.33,23.95,38771.18,21.5
33,2016,2238.93,17906.08,20.9,856.74,276221,0.71,0.03,75.47,23.46,40009.92,21.5
33,2017,2071.3,18114.9,20.9,866.73,289375,0.71,0.03,77.73,23.18,41469.14,21.5
33,2018,2015.11,19915.27,22.03,904,291294,0.71,0.03,79.21,22.92,43785.5,21.5
33,2019,1806.42,20382.73,22.03,925.22,299955,0.71,0.03,81.19,22.83,47628.82,21.5
33,2020,1475.86,20238.6,21.18,955.43,274318,0.68,0.03,83.21,22.8,54499.2,21.5
