code,year,territorial_emissions (ktCO2e),mid_year_population ,area,GDP per head ,travel flow on car/all vehicles,high-carbon industry ratio,,,,,,,,,,,,,
30,2012,978.769744,18634.376,35.32504872,15837.00 ,0.788751715,0.098571429,,,,,,,,,,,,,
30,2013,955.7952627,19923.75,37.31519231,16190.00 ,0.794666667,,,,,,,,,,,,,,
30,2014,853.1461113,19817.274,36.81765641,17106.00 ,0.796568627,,,,,,,,,,,,,,
30,2015,812.2083813,20029.654,36.81765641,18047.00 ,0.787564767,0.099622856,,,,,,,,,,,,,
30,2016,775.1931277,20292.428,36.81765641,18110.00 ,0.772151899,0.116646757,,,,,,,,,,,,,
30,2017,731.242756,20387.37,36.81765641,18168.00 ,0.769134253,0.119986518,,,,,,,,,,,,,
30,2018,784.0666531,21582.6,38.8078,18540.00 ,0.767962309,0.108643334,,,,,,,,,,,,,
30,2019,771.4536189,21604.674,38.8078,19552.00 ,0.770983213,0.11933988,,,,,,,,,,,,,
30,2020,710.8859084,20770.5,37.31519231,18230.00 ,0.758041958,,,,,,,,,,,,,,
31,2005,1611.22032,21525.404,34.31721538,19448.00 ,0.784729586,0.085895118,,,,,,,,,,,,,
31,2006,1563.541588,21852.888,34.31721538,20070.00 ,0.766821346,0.075346594,,,,,,,,,,,,,
31,2007,1516.215504,21858,33.86567308,21521.00 ,0.767519466,0.075346594,,,,,,,,,,,,,
31,2008,1420.383481,22072.875,33.86567308,21996.00 ,0.77293578,0.04822182,,,,,,,,,,,,,
31,2009,1305.739607,22151.678,33.41413077,20716.00 ,0.776710684,0.073234525,,,,,,,,,,,,,
31,2010,1373.989462,22393.88,33.41413077,21133.00 ,0.786650775,0.068141593,,,,,,,,,,,,,
31,2011,1232.953354,22770.54,33.41413077,21912.00 ,0.784730914,0.061946903,,,,,,,,,,,,,
31,2012,1300.274707,22902.778,33.41413077,23305.00 ,0.779467681,0.063237774,,,,,,,,,,,,,
31,2013,1254.225856,23168.734,33.41413077,24428.00 ,0.779373368,,,,,,,,,,,,,,
31,2014,1105.509275,23423.664,33.41413077,25930.00 ,0.771883289,,,,,,,,,,,,,,
31,2015,1060.649935,23641.298,33.41413077,27575.00 ,0.772068511,0.04786513,,,,,,,,,,,,,
31,2016,1029.413584,23790.778,33.41413077,27843.00 ,0.752631579,0.055316274,,,,,,,,,,,,,
31,2017,965.4409154,22951.247,32.05950385,27191.00 ,0.754452926,0.056275997,,,,,,,,,,,,,
31,2018,948.4416398,24485.55,33.86567308,27672.00 ,0.753196931,0.05512772,,,,,,,,,,,,,
31,2019,931.6261342,25714.806,35.2203,27755.00 ,0.755915318,0.059734696,,,,,,,,,,,,,
31,2020,855.7687296,24730.125,33.86567308,26951.00 ,0.734042553,,,,,,,,,,,,,,
32,2005,3658.93354,16958.032,21.46522564,180531.00 ,0.72173058,0.241109102,,,,,,,,,,,,,
32,2006,3822.962354,16935.004,21.46522564,188657.00 ,0.706862745,0.212477396,,,,,,,,,,,,,
32,2007,3671.033698,16546.425,21.18278846,210788.00 ,0.7,0.201928873,,,,,,,,,,,,,
32,2008,3706.122036,16400.475,21.18278846,221354.00 ,0.713675214,0.254671489,,,,,,,,,,,,,
32,2009,3316.398054,16056.52,20.90035128,217771.00 ,0.724137931,0.02854074,,,,,,,,,,,,,
32,2010,3502.539729,16071.838,20.90035128,227204.00 ,0.722536806,0.029520295,,,,,,,,,,,,,
32,2011,3179.730068,16249.068,20.90035128,232896.00 ,0.72517321,0.024534303,,,,,,,,,,,,,
32,2012,3405.551858,16556.538,20.90035128,241641.00 ,0.720710059,0.026695842,,,,,,,,,,,,,
32,2013,3231.575941,16672.644,20.90035128,253202.00 ,0.713429257,,,,,,,,,,,,,,
32,2014,2755.925015,17012.526,20.90035128,270390.00 ,0.714947856,,,,,,,,,,,,,,
32,2015,2487.73716,17615.478,20.90035128,260656.00 ,0.723623853,0.026435357,,,,,,,,,,,,,
32,2016,2238.93141,17906.076,20.90035128,276221.00 ,0.707762557,0.028597085,,,,,,,,,,,,,
32,2017,2071.304772,18114.904,20.90035128,289375.00 ,0.706155633,0.029354749,,,,,,,,,,,,,
32,2018,2015.114051,19915.272,22.0301,291294.00 ,0.705188679,0.031686209,,,,,,,,,,,,,
32,2019,1806.418548,20382.726,22.0301,299955.00 ,0.705097087,0.032134102,,,,,,,,,,,,,
32,2020,1475.855767,20238.6,21.18278846,274318.00 ,0.680187207,,,,,,,,,,,,,,
